410007 - 1 for period 145 to 156
410007,146, Payment - GL,198,08/02/2012,609900,,Michaeli Panga malipo ya order vifaa mbalix2Ujenzi,
410007,146, Payment - GL,199,08/02/2012,525000,,HLH Malipo ya mbao za gravelia pcs 105x5000 pv179/,
410007, 146, Period Total,,,1134900
410007,150, Journal - GL,97,30/06/2012,186000,,Correction from A/C404024  to 410007/ 2012,
410007, 150, Period Total,,,186000
410007,154, Payment - GL,440,29/10/2012,78000,,John Amma ununuzi wa mbao pv456/2012,
410007, 154, Period Total,,,78000
410007,155, Payment - GL,476,29/11/2012,900000,,Michaeli T Panga vifaa vya Gari/magodoro/mateg.mez,
410007,155, Payment - GL,476,29/11/2012,210000,,Michaeli T Panga vifaa vya Gari/magodoro/mateg.mez,
410007, 155, Period Total,,,1110000
410007,156, Journal - GL,156,31/12/2012,,479835,Correction je 155/2012,
410007,156, Journal - GL,157,31/12/2012,479835,,HLH Cylinder gas and labour charge for carpentry inv17750/17748/12,
410007,156, Total Period Movement,,,2508900
